OA_CODE,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00105721,157,5,10,4,15,2,7,1,6,3,28,36,11,14,12,2,1,41.5,44
S00105722,113,4,5,5,6,3,3,1,-,2,17,24,17,15,8,3,-,46.3,52
S00105723,151,5,2,8,12,1,2,2,3,2,23,31,14,23,23,-,-,47.5,50
S00105724,88,5,2,1,3,1,4,1,7,8,12,28,5,3,7,1,-,41,45
S00105725,119,5,3,4,8,3,5,1,4,5,21,30,9,13,6,1,1,41.5,45
S00105726,108,8,5,3,8,2,6,-,5,6,19,21,7,10,5,1,2,38.6,40
S00105727,88,5,-,-,4,1,1,2,4,3,9,18,14,12,13,1,1,50.3,57
S00105728,144,11,3,4,14,2,2,1,4,5,31,30,13,18,3,2,1,40,41
S00105729,58,2,-,1,3,-,1,-,2,3,10,23,8,3,1,1,-,45.1,48
S00105730,82,2,3,1,4,-,2,-,1,2,12,24,12,9,7,2,1,50.5,55
S00105731,115,5,7,5,12,4,2,2,1,3,17,30,10,11,4,2,-,39.3,44
S00105732,120,8,5,6,7,2,5,2,4,2,21,24,7,18,7,1,1,40.8,44
S00105733,146,9,5,9,11,2,4,3,4,4,20,41,10,14,8,1,1,40.6,46
S00105734,112,5,9,3,6,2,3,1,4,2,16,31,6,6,14,3,1,43.7,47
S00105735,108,4,3,3,4,1,3,-,3,2,16,30,14,15,9,1,-,47.8,51
S00105736,129,5,5,3,3,-,2,1,4,2,14,16,4,18,15,22,15,59.4,68
S00105737,109,3,4,3,6,1,5,3,6,3,13,32,6,13,11,-,-,43.9,49
S00105738,127,5,8,5,7,1,5,2,6,1,19,27,14,9,14,4,-,43.8,48
S00105739,101,13,3,1,7,-,1,5,3,3,33,22,3,5,2,-,-,34,37
S00105740,104,5,2,2,3,2,-,1,4,3,16,34,16,11,3,2,-,47.1,53
S00105741,140,10,5,3,10,2,6,3,7,-,22,31,18,13,4,6,-,41.6,45
S00105742,127,9,4,4,7,1,2,2,6,7,28,23,9,7,12,4,2,42.4,43
S00105743,94,5,3,5,5,2,3,1,3,1,12,26,9,12,3,2,2,43.9,49
S00105744,175,9,3,2,17,2,6,3,2,4,22,51,15,21,13,4,1,45.4,49
S00105745,155,17,8,4,11,3,2,-,3,4,31,41,9,11,5,4,2,38.8,43
S00105746,122,5,2,2,7,6,4,-,6,8,11,25,11,21,9,4,1,46,51
S00105747,117,5,1,1,8,1,3,3,8,3,10,32,8,22,10,1,1,47.5,51
S00105748,155,3,6,5,11,2,7,5,5,4,21,40,11,14,14,4,3,45,47
S00105749,154,10,8,3,9,1,5,5,12,8,35,43,3,9,3,-,-,35.4,36
S00105750,127,8,3,5,15,1,6,3,2,3,28,36,5,4,6,2,-,37,41
S00105751,124,8,4,-,2,-,-,-,2,5,25,13,3,30,22,2,8,54.9,64
S00105752,93,5,4,3,4,-,2,-,3,5,15,23,15,8,5,-,1,44.1,49
S00105753,106,5,3,-,8,1,3,2,5,4,20,23,7,11,13,1,-,43.7,45
S00105754,88,7,2,2,6,-,-,-,5,3,14,21,6,12,5,2,3,45.4,48
S00105755,172,5,4,5,20,3,7,5,4,2,21,56,11,11,10,4,4,42.7,47
S00105756,119,3,4,6,4,-,3,2,2,6,19,23,15,17,12,2,1,47.2,51
S00105757,94,6,6,3,6,-,-,1,8,4,17,32,5,2,4,-,-,37.5,43
S00105758,138,10,4,1,8,3,3,1,5,4,23,28,6,22,17,2,1,45.6,47
S00105759,96,7,4,1,2,-,4,3,1,3,25,20,3,8,14,-,1,43.1,43
S00105760,119,7,3,4,6,-,3,5,7,3,21,33,9,13,4,-,1,40.7,45
S00105761,157,4,4,1,7,4,3,2,40,18,38,20,8,4,3,1,-,32.8,28
S00105762,93,2,3,-,2,1,1,2,2,-,7,31,8,20,10,4,-,55.1,58
S00105763,124,5,6,3,8,5,3,2,1,2,14,35,7,20,9,3,1,45.6,50
S00105764,120,7,-,1,5,1,2,5,7,8,18,31,14,11,6,3,1,44.9,47
S00105765,55,-,1,-,1,-,-,-,6,-,2,10,3,9,14,7,2,62.7,70
S00105766,79,1,1,-,5,-,3,1,8,3,11,29,5,9,3,-,-,44.2,48
S00105767,87,1,1,-,1,-,3,4,6,4,12,20,11,12,12,-,-,49.9,54
S00105768,71,1,-,-,4,2,2,3,4,3,13,20,6,12,1,-,-,43.5,49
S00105769,115,3,2,2,-,1,1,2,12,9,20,33,1,18,9,1,1,46,47
S00105770,106,7,1,1,5,-,4,-,5,16,31,15,8,7,3,3,-,38.4,35
S00105771,110,8,3,3,2,-,-,5,12,17,38,18,1,1,2,-,-,31.1,30
S00105772,90,1,-,-,-,-,-,1,7,37,29,15,-,-,-,-,-,33,29
S00105773,136,7,1,3,-,-,1,1,21,37,48,14,1,2,-,-,-,30.4,29
S00105774,95,2,1,-,-,-,1,-,5,6,11,21,12,17,11,7,1,55.7,60
S00105775,137,7,5,1,2,1,3,1,25,16,22,22,6,15,10,1,-,38.6,32
S00105776,115,5,1,1,5,2,-,3,6,8,22,26,9,18,7,2,-,45.9,48
S00105777,87,3,-,2,10,1,2,1,4,5,19,12,5,12,8,3,-,44.2,43
S00105778,106,7,2,-,1,1,1,-,19,20,31,13,4,5,-,2,-,33.7,30
S00105779,133,11,4,1,5,1,1,2,13,25,35,11,6,11,4,1,2,35.4,31
S00105780,69,3,-,-,-,-,-,1,16,8,22,13,-,3,3,-,-,36,32
S00105781,94,6,-,-,3,-,1,-,10,9,18,19,7,13,6,1,1,44,45
S00105782,102,3,2,1,4,-,1,-,1,12,28,19,4,6,12,7,2,47.4,43
S00105783,102,4,4,-,5,-,-,1,10,6,26,23,6,6,8,3,-,42,43
S00105784,85,8,1,1,3,1,-,1,10,8,27,8,3,6,3,3,2,37.8,34
S00105785,110,4,1,-,5,-,-,3,6,12,27,16,2,15,13,5,1,46.6,43
S00105786,113,11,2,-,1,-,-,1,21,30,38,7,2,-,-,-,-,28.2,28
S00105787,51,-,-,-,2,-,-,-,3,6,16,11,4,3,6,-,-,45.6,41
S00105788,128,7,6,-,7,3,1,2,9,5,21,34,12,7,13,-,1,43,46
S00105789,94,4,2,2,7,-,1,2,6,1,18,31,9,2,5,4,-,42.9,47
S00105790,172,6,-,3,8,2,7,8,6,4,27,48,13,19,17,3,1,46,48
S00105791,144,9,2,5,13,-,3,5,7,7,32,37,10,6,5,1,2,38.3,42
S00105792,110,3,5,1,5,-,2,2,10,18,21,17,5,14,6,1,-,40,36
S00105793,88,1,1,1,1,-,1,1,12,13,26,23,2,2,2,1,1,38.5,34
S00105794,57,1,-,-,-,-,-,-,7,15,21,6,4,2,1,-,-,36.2,31
S00105795,59,2,2,-,-,-,-,-,10,11,23,8,2,-,1,-,-,34.2,33
S00105796,129,7,2,-,-,1,1,-,17,16,37,21,13,10,-,3,1,39.8,36
S00105797,104,6,4,2,2,-,1,1,15,21,27,12,6,3,1,1,2,33.6,30
S00105798,122,2,-,-,-,-,-,3,33,31,30,13,2,4,3,1,-,33.1,28
S00105799,89,3,2,1,2,2,2,-,3,10,21,23,6,9,4,1,-,42.7,43
S00105800,56,1,2,1,2,-,2,2,6,5,13,14,5,2,1,-,-,37.6,38
S00105801,112,8,3,1,2,1,1,4,25,14,28,6,3,5,6,1,4,34.3,28
S00105802,151,13,4,6,8,2,1,8,12,16,36,27,7,7,2,2,-,33.3,31
S00105803,96,11,6,-,6,1,2,2,9,10,25,15,5,4,-,-,-,31,30
S00105804,177,11,9,7,21,5,14,9,8,12,46,25,6,4,-,-,-,28.3,27
S00105805,57,3,1,-,6,1,3,-,3,3,19,8,4,5,1,-,-,36.8,38
S00105806,114,9,3,3,7,4,3,1,5,5,29,27,7,5,5,1,-,37.3,39
S00105807,113,6,7,1,9,2,5,6,9,6,28,24,-,7,3,-,-,33.6,33
S00105808,145,9,4,4,9,1,4,4,12,8,51,22,7,7,3,-,-,34.5,33
S00105809,101,5,-,1,1,-,2,16,10,14,21,22,4,5,-,-,-,34.6,30
S00105810,155,26,7,3,8,2,1,9,10,17,30,29,6,3,3,1,-,29.3,28
S00105811,112,16,4,4,13,2,4,5,12,5,18,18,2,7,1,-,1,28.2,22
S00105812,65,3,-,2,-,1,1,1,6,7,15,18,5,4,2,-,-,40.5,42
S00105813,105,9,3,4,7,1,4,6,10,12,19,22,2,2,2,2,-,31.2,28
S00105814,143,20,13,7,16,2,2,5,9,19,32,15,2,1,-,-,-,23.7,22
S00105815,92,5,2,2,13,3,1,6,9,3,24,18,3,2,1,-,-,30.6,32
S00105816,77,6,1,-,6,2,1,3,7,4,15,15,10,6,1,-,-,37.6,40
S00105817,102,6,2,2,4,-,1,5,9,11,26,22,9,4,1,-,-,36.2,35
S00105818,81,13,4,3,11,1,5,4,4,3,21,8,1,3,-,-,-,24.9,19
S00105819,121,9,2,4,2,2,3,3,13,9,38,16,12,4,3,1,-,35.6,35
S00105820,153,20,5,1,8,3,4,9,14,13,34,18,14,5,5,-,-,32,29
S00105821,105,8,8,-,3,-,2,4,13,16,26,15,4,3,3,-,-,32,29
S00105822,118,18,4,-,4,1,-,5,12,13,27,23,4,6,1,-,-,31.9,32
S00105823,121,11,9,1,9,1,7,3,4,17,26,15,9,6,3,-,-,31.4,29
S00105824,106,9,4,3,7,2,4,3,9,10,29,16,7,2,1,-,-,31.1,31
S00105825,128,11,11,3,2,6,4,1,11,13,27,22,7,3,6,1,-,33,32
S00105826,106,13,2,-,4,2,4,1,8,12,36,13,4,7,-,-,-,31.4,30
S00105827,76,8,1,-,1,2,3,-,11,9,24,12,3,-,1,1,-,31.7,32
S00105828,76,6,4,-,3,-,2,1,12,15,12,14,5,2,-,-,-,32.3,28
S00105829,82,3,4,2,3,1,1,1,3,3,29,21,1,7,3,-,-,39.7,40
S00105830,126,12,2,1,3,5,-,2,9,13,29,19,7,13,8,1,2,40.3,39
S00105831,108,14,1,1,3,-,-,5,14,6,25,23,7,4,4,1,-,35.5,33
S00105832,207,9,5,4,14,2,8,8,12,6,25,57,18,32,7,-,-,42.3,47
S00105833,163,12,4,4,7,3,3,4,13,11,30,35,19,12,5,1,-,38.5,40
S00105834,150,12,1,1,7,2,4,5,6,14,32,28,10,16,8,4,-,40.9,40
S00105835,127,10,4,4,6,-,2,4,-,9,28,28,13,9,7,1,2,41.5,43
S00105836,198,6,8,3,14,2,4,10,11,6,47,44,12,13,15,3,-,41,42
S00105837,98,7,1,-,1,2,1,7,12,20,19,20,-,6,2,-,-,33.4,29
S00105838,131,5,4,-,3,-,3,3,12,16,34,18,-,17,12,3,1,42.4,39
S00105839,103,4,1,1,5,-,1,4,11,12,24,14,8,8,6,4,-,40.7,37
S00105840,124,11,2,2,11,3,3,1,3,3,28,30,9,9,5,4,-,39.6,41
S00105841,68,-,-,-,-,-,-,-,1,1,1,17,10,16,17,3,2,66.9,67
S00105842,76,3,3,1,4,1,-,-,5,9,11,14,6,10,5,4,-,44.1,47
S00105843,114,6,4,1,2,-,4,5,4,1,19,32,14,14,5,3,-,45.7,50
S00105844,66,3,-,-,2,-,1,1,8,6,16,13,8,6,2,-,-,41.7,41
S00105845,97,3,2,2,1,-,5,1,1,3,9,36,11,15,8,-,-,50.2,55
S00105846,130,-,3,3,12,1,2,4,10,1,15,30,14,21,11,3,-,46.9,50
S00105847,120,7,7,5,8,3,3,-,3,2,29,27,7,13,4,1,1,39.3,41
S00105848,104,6,2,1,4,1,4,4,5,5,13,28,6,13,9,2,1,45.2,48
S00105849,124,7,6,4,6,1,1,-,4,8,19,30,12,14,6,4,2,44.4,49
S00105850,104,4,2,1,7,1,1,-,8,7,15,34,7,8,5,2,2,43.6,46
S00105851,96,6,-,2,3,3,1,-,1,10,21,23,8,10,3,3,2,44.2,46
S00105852,67,-,1,1,1,1,1,1,7,7,5,21,8,4,4,3,2,48,52
S00105853,125,5,1,6,4,1,3,5,8,6,13,35,6,18,12,2,-,45,48
S00105854,134,18,5,4,6,-,-,3,11,16,22,24,10,10,4,1,-,34.7,34
S00105855,115,6,4,4,10,1,1,-,5,4,24,25,12,6,11,2,-,41.3,42
S00105856,112,4,3,1,8,2,3,5,5,6,20,22,8,12,11,-,2,43.1,44
S00105857,68,2,1,-,3,2,-,3,1,2,17,15,2,8,5,3,4,49.2,47
S00105858,76,1,-,-,1,-,1,1,1,3,7,5,12,21,17,2,4,63.3,69
S00105859,67,5,3,-,3,1,1,-,5,4,20,8,4,5,6,-,2,40.6,38
S00105860,123,5,3,2,5,1,2,2,12,4,18,23,17,16,11,1,1,46.1,48
S00105861,116,8,-,4,6,1,4,5,9,2,20,21,10,24,2,-,-,41.6,44
S00105862,84,3,4,4,10,1,3,5,4,4,20,16,3,5,1,1,-,34,35
S00105863,94,5,3,1,3,2,4,2,2,8,13,17,10,18,4,2,-,44.9,49
S00105864,153,4,-,1,6,1,3,8,10,6,17,43,24,18,9,2,1,47.5,53
S00105865,164,4,5,4,10,2,7,3,13,5,19,49,14,22,7,-,-,43.1,49
S00105866,101,2,3,2,3,2,2,3,4,3,14,23,16,17,5,1,1,48.3,57
S00105867,140,7,3,3,6,2,2,2,7,3,34,26,20,22,3,-,-,43.6,47
S00105868,126,4,4,2,4,6,4,6,6,3,17,38,11,15,5,1,-,42.7,47
S00105869,114,6,5,-,11,1,4,1,2,3,16,29,12,18,6,-,-,43.5,48
S00105870,114,5,4,3,6,-,3,1,9,3,13,28,22,15,1,-,1,44,50
S00105871,120,4,3,6,5,1,3,2,12,3,18,37,13,9,4,-,-,41.8,48
S00105872,128,7,3,1,7,-,3,1,6,8,19,33,15,14,9,2,-,44.8,49
S00105873,112,5,2,3,1,1,1,2,5,7,25,25,13,16,5,1,-,45.4,48
S00105874,106,3,2,1,6,3,2,3,1,4,19,23,16,17,3,3,-,47,53
S00105875,129,14,3,2,6,-,1,3,3,6,32,20,9,22,8,-,-,41.1,40
S00105876,113,3,4,1,9,5,1,2,6,1,20,35,8,13,2,3,-,42.8,46
S00105877,124,9,3,8,9,2,1,3,4,6,22,41,10,6,-,-,-,37.4,42
S00105878,195,13,8,5,7,2,2,2,8,11,31,52,18,24,9,2,1,43.2,47
S00105879,90,6,1,2,2,2,4,1,2,1,14,17,21,12,5,-,-,46.4,55
S00105880,86,1,2,3,4,2,3,1,8,5,13,24,4,14,2,-,-,42,46
S00105881,102,7,3,3,8,2,-,1,8,10,27,24,3,4,1,1,-,33.8,33
S00105882,182,24,7,10,21,-,8,4,5,15,36,26,5,11,10,-,-,31.2,29
S00105883,121,12,4,1,13,3,6,2,9,13,37,14,2,3,2,-,-,29.5,29
S00105884,104,7,3,1,7,-,2,2,11,9,23,25,6,5,2,1,-,36.1,34
S00105885,77,9,5,2,4,1,3,4,6,9,19,12,2,1,-,-,-,27.5,26
S00105886,82,3,2,1,10,2,4,1,3,1,24,20,4,4,3,-,-,36.8,39
S00105887,153,12,3,2,7,1,2,2,8,12,38,21,5,6,12,12,10,45.1,41
S00105888,144,15,10,8,22,2,2,6,8,8,37,14,7,3,1,1,-,26.5,24
S00105889,138,16,12,5,5,2,1,5,10,12,30,26,2,6,4,1,1,31.4,30
S00105890,127,5,3,6,14,2,6,13,11,4,31,20,3,7,2,-,-,31,27
S00105891,109,13,3,7,5,2,6,1,12,11,28,13,2,6,-,-,-,28.1,28
S00105892,109,14,1,8,13,2,5,3,6,6,33,12,3,2,1,-,-,27.5,27
S00105893,72,11,5,2,1,1,-,2,8,13,24,5,-,-,-,-,-,24.5,27
S00105894,92,9,6,6,10,2,3,5,11,11,17,11,1,-,-,-,-,23.9,23
S00105895,68,7,3,1,6,3,4,2,7,4,14,11,2,3,-,1,-,29.1,26
S00105896,169,12,12,6,12,4,8,8,11,13,42,36,2,3,-,-,-,28.9,28
S00105897,104,8,5,7,12,1,5,5,9,6,29,11,3,2,1,-,-,27.2,25
S00105898,141,18,10,11,22,-,3,5,7,7,31,21,2,1,3,-,-,25.5,21
S00105899,134,9,2,1,5,-,1,-,23,32,45,14,2,-,-,-,-,29.1,29
S00105900,191,24,11,7,16,2,5,5,20,21,45,20,6,4,4,-,1,27.8,27
S00105901,98,3,-,-,6,1,-,1,-,-,12,17,11,18,26,2,1,58.4,64
S00105902,120,9,9,2,8,1,2,1,2,7,34,26,12,5,2,-,-,35.6,36
S00105903,115,9,3,1,10,1,3,4,4,6,22,32,7,10,3,-,-,38.5,42
S00105904,96,3,2,1,6,-,2,2,4,-,10,22,10,16,14,4,-,51.3,56
S00105905,133,6,3,2,6,5,3,2,3,5,25,23,18,15,16,1,-,46,50
S00105906,94,7,3,4,6,1,2,3,-,3,15,17,8,10,14,1,-,44.4,46
S00105907,64,6,1,-,3,-,1,1,2,4,12,10,3,1,13,6,1,49.2,49
S00105908,86,2,1,1,4,2,-,2,5,1,10,21,6,11,13,3,4,52.9,55
S00105909,104,4,1,1,9,-,6,3,12,7,13,19,6,11,11,-,1,41,40
S00105910,100,8,3,1,8,1,3,4,2,4,17,21,10,8,8,2,-,41.8,44
S00105911,110,9,6,1,5,6,3,5,4,6,19,21,3,10,9,3,-,38.4,40
S00105912,104,6,6,1,5,2,4,1,6,8,16,16,6,12,10,5,-,42.3,42
S00105913,95,7,2,3,4,-,3,1,5,10,20,18,5,7,8,-,2,40.8,39
S00105914,125,6,4,2,3,-,2,1,14,7,25,38,9,11,3,-,-,40.7,42
S00105915,117,7,4,3,8,-,3,4,9,3,23,36,7,9,1,-,-,37.2,41
S00105916,111,9,6,2,3,1,2,3,6,3,25,26,14,8,3,-,-,39.3,40
S00105917,90,9,5,1,5,1,2,5,11,-,22,21,2,6,-,-,-,32.5,35
S00105918,99,10,3,1,8,1,1,3,6,6,24,22,7,5,2,-,-,35.2,38
S00105919,124,8,4,2,6,1,5,2,7,6,23,23,9,21,7,-,-,41.9,44
S00105920,92,3,1,3,3,-,3,2,2,1,23,20,8,13,5,5,-,47.2,49
S00105921,113,5,4,3,4,2,3,4,6,4,19,20,11,12,12,4,-,45.3,47
S00105922,143,7,2,1,3,-,3,5,6,6,27,28,8,16,28,3,-,49.3,50
S00105923,164,7,7,3,13,2,7,5,11,2,29,41,8,11,16,1,1,40.5,43
S00105924,112,2,3,3,7,3,5,1,2,4,21,25,10,11,12,-,3,46.3,47
S00105925,107,7,5,1,4,1,2,-,8,3,21,22,7,10,14,2,-,44.3,45
S00105926,118,3,1,2,5,2,3,3,9,3,10,41,13,9,12,1,1,47.4,52
S00105927,105,6,6,2,8,1,4,2,5,2,21,19,5,15,8,1,-,40.8,43
S00105928,109,4,1,2,6,1,4,1,8,3,16,26,8,14,12,2,1,47.2,52
S00105929,125,3,6,1,7,3,3,3,3,2,22,29,6,18,14,4,1,47,48
S00105930,101,3,5,-,5,-,8,3,3,1,14,28,7,11,11,1,1,46,50
S00105931,141,8,4,4,7,1,-,3,5,6,31,33,9,13,13,4,-,44,46
S00105932,110,5,2,1,10,2,1,2,3,1,26,22,13,14,6,2,-,44,47
S00105933,120,3,4,5,5,-,5,1,6,4,16,34,10,14,11,2,-,45.7,51
S00105934,187,10,7,3,11,2,8,5,13,1,29,39,14,22,21,2,-,43.7,46
S00105935,"1,633",4,5,4,9,-,10,596,583,222,112,37,12,23,12,4,-,24.1,21
S00105936,135,7,3,4,7,3,3,2,7,5,21,27,10,23,13,-,-,44.7,48
S00105937,72,2,-,-,3,-,2,-,1,4,12,22,10,9,6,-,1,50.6,53
S00105938,178,14,9,4,15,1,4,3,5,4,29,36,8,22,22,2,-,42.2,45
S00105939,173,8,4,3,15,4,7,3,9,2,31,42,6,22,16,1,-,42.6,45
S00105940,107,6,3,1,8,-,4,3,7,1,13,30,9,11,11,-,-,43.5,48
S00105941,85,4,3,2,6,1,1,-,4,4,23,20,4,4,7,2,-,41.3,43
S00105942,92,2,1,-,3,3,2,6,5,2,8,24,7,14,15,-,-,49.2,52
S00105943,100,3,1,1,5,3,3,1,2,2,15,23,8,16,14,3,-,50.7,57
S00105944,138,6,5,3,7,2,4,2,6,1,20,36,6,23,13,3,1,46.4,49
S00105945,106,6,-,3,4,2,3,2,2,6,14,24,7,20,9,3,1,48.4,54
S00105946,102,-,4,-,5,2,4,3,6,6,12,27,8,13,10,1,1,46.6,50
S00105947,122,4,1,-,6,1,5,4,5,3,9,22,15,20,25,2,-,52.4,60
S00105948,102,3,3,3,5,1,3,5,5,2,9,25,8,12,13,4,1,47.3,50
S00105949,114,3,4,3,9,1,5,3,2,1,11,29,7,23,11,2,-,47,52
S00105950,80,2,2,4,4,-,1,1,5,4,26,18,2,5,5,1,-,40.3,40
S00105951,70,1,2,1,6,1,-,-,5,2,7,16,3,17,7,-,2,49.4,51
S00105952,138,5,8,4,3,1,1,-,5,7,22,20,19,22,16,3,2,48.8,54
S00105953,182,7,9,5,14,2,6,4,8,5,26,55,16,11,12,2,-,41.6,47
S00105954,130,3,6,2,6,1,3,2,6,3,19,30,12,12,20,2,3,48.5,51
S00105955,71,-,-,-,2,-,3,1,1,2,7,10,7,12,15,6,5,61.8,68
S00105956,78,2,1,2,6,1,2,3,7,7,17,19,1,4,6,-,-,37.7,37
S00105957,174,12,8,4,13,6,6,2,6,6,37,38,8,14,8,4,2,39.1,42
S00105958,146,8,6,7,10,-,3,3,10,2,31,26,10,11,13,4,2,41.6,42
S00105959,185,10,5,3,8,1,3,2,4,5,27,29,23,14,24,12,15,52.9,55
S00105960,107,10,2,1,3,1,5,4,4,2,30,27,9,5,4,-,-,38.4,41
S00105961,118,3,2,4,3,2,3,3,2,4,15,27,11,23,12,3,1,50.7,56
S00105962,105,4,5,2,5,1,3,4,6,3,14,31,11,12,3,1,-,41.9,46
S00105963,169,11,6,5,6,3,9,1,7,7,31,40,11,19,10,2,1,41.8,43
S00105964,125,10,5,4,12,3,4,5,4,3,32,34,4,4,-,1,-,33.5,39
S00105965,139,14,3,2,5,2,4,4,3,7,24,39,12,17,2,1,-,40.4,45
S00105966,99,5,3,-,3,1,1,1,5,2,14,21,11,27,3,2,-,49,55
S00105967,94,3,-,1,2,-,1,2,5,7,33,13,6,8,10,3,-,45.3,41
S00105968,87,6,1,1,3,-,1,-,1,4,15,14,9,19,7,6,-,51.4,58
S00105969,107,7,2,-,4,2,2,3,8,6,16,25,10,14,8,-,-,43.1,47
S00105970,204,8,7,4,12,4,5,6,11,6,31,48,17,29,15,1,-,43.6,46
S00105971,171,15,7,1,7,2,7,2,6,6,34,53,16,9,5,-,1,39.4,44
S00105972,150,4,3,1,12,2,3,3,5,4,23,50,21,17,-,1,1,44.6,49
S00105973,142,8,4,2,8,2,2,1,3,3,29,23,16,22,12,6,1,47.3,51
S00105974,93,5,2,-,4,-,2,4,5,4,22,24,8,4,5,3,1,42.4,42
S00105975,101,5,1,3,4,-,3,-,10,4,17,14,6,16,14,3,1,47.2,47
S00105976,115,13,3,3,11,1,4,1,1,7,23,17,19,9,2,-,1,36.8,37
S00105977,73,6,3,4,4,1,3,1,4,2,20,9,8,4,4,-,-,35.6,36
S00105978,124,5,7,5,11,2,3,3,4,5,28,24,6,8,8,3,2,39.4,41
S00105979,126,8,5,9,11,-,7,1,8,-,28,24,8,6,7,3,1,37.4,39
S00105980,152,5,7,5,15,5,5,3,6,1,24,30,8,30,8,-,-,41.4,45
S00105981,149,4,3,2,18,2,6,3,1,-,16,33,25,30,6,-,-,46.1,53
S00105982,200,16,15,4,11,3,7,2,4,-,36,43,26,22,9,1,1,41.1,45
S00105983,130,8,4,2,13,1,2,1,2,-,17,21,14,6,19,13,7,51.4,55
S00105984,111,1,7,1,8,2,1,4,7,-,16,30,16,8,7,2,1,45.2,51
S00105985,73,2,-,-,-,-,1,3,3,7,12,17,7,5,10,4,2,51.7,51
S00105986,179,5,7,8,32,3,6,7,5,2,33,55,5,6,3,1,1,34.4,40
S00105987,123,6,4,2,11,3,7,1,5,2,19,41,6,7,9,-,-,40,45
S00105988,120,7,7,1,10,1,7,-,3,1,20,20,20,13,10,-,-,42.8,47
S00105989,112,2,5,4,4,4,1,1,4,3,11,25,11,22,15,-,-,49,53
S00105990,114,1,1,4,18,1,5,2,3,1,22,23,11,14,6,2,-,42.3,44
S00105991,59,2,1,1,6,-,-,1,2,5,17,9,2,7,5,1,-,42.7,41
S00105992,139,3,5,3,7,1,3,5,11,1,17,37,14,16,11,3,2,46.8,50
S00105993,60,3,4,1,1,-,2,-,2,2,9,11,8,9,7,-,1,48,55
S00105994,142,6,5,2,14,3,5,3,10,8,26,27,12,11,7,3,-,38.8,39
S00105995,131,8,11,5,9,1,1,-,8,3,19,21,5,18,19,3,-,43,45
S00105996,158,9,4,1,8,1,3,3,5,6,20,31,12,20,22,4,9,50.9,56
S00105997,141,9,5,6,7,2,3,3,5,2,24,29,14,17,12,3,-,43.4,47
S00105998,106,6,4,1,3,-,3,4,3,1,18,19,14,18,8,3,1,47.6,49
S00105999,191,15,12,6,9,2,4,2,5,3,40,29,12,24,25,2,1,43.4,44
S00106000,186,6,6,2,9,1,6,6,16,4,19,47,12,34,15,2,1,46.1,51
S00106001,130,6,6,3,5,-,4,3,3,3,29,25,14,15,10,2,2,45.6,46
S00106002,108,2,-,1,4,1,2,3,6,2,11,19,13,15,21,5,3,55.6,61
S00106003,91,1,3,-,3,-,2,2,5,2,12,27,6,14,11,2,1,50.4,53
S00106004,101,2,1,1,7,2,-,7,7,5,18,23,9,7,10,2,-,43.9,45
S00106005,95,4,1,3,4,1,2,3,5,6,10,29,5,11,6,4,1,45.5,50
S00106006,103,2,3,3,3,1,4,1,9,4,10,21,6,20,12,2,2,48.4,50
S00106007,132,4,2,1,6,1,5,1,13,3,13,28,9,24,19,-,3,49.7,54
S00106008,109,14,6,5,5,1,2,3,1,-,33,16,7,8,7,1,-,36.9,39
S00106009,97,7,1,3,6,2,2,2,8,1,14,16,9,18,8,-,-,44.1,48
S00106010,57,1,1,2,2,-,-,1,1,5,7,19,5,4,7,1,1,50.2,55
S00106011,219,16,6,6,20,4,6,2,12,6,41,53,19,18,9,1,-,38.6,42
S00106012,157,5,5,5,11,1,7,4,5,2,22,35,5,22,20,6,2,46.8,47
S00106013,143,13,6,6,8,-,2,-,5,6,32,30,17,9,6,3,-,40.1,43
S00106014,105,11,6,1,2,1,3,1,6,5,23,28,9,6,2,1,-,37.8,41
S00106015,162,9,5,7,16,4,9,-,4,4,33,42,10,14,3,-,2,38.2,42
S00106016,105,10,3,2,4,1,3,2,5,16,25,21,5,2,3,3,-,34.7,34
S00106017,116,15,3,5,4,2,-,3,8,19,37,13,4,3,-,-,-,29.2,29
S00106018,162,18,9,3,23,4,3,2,6,2,44,30,3,9,5,1,-,31.8,36
S00106019,82,7,4,1,6,-,1,1,2,2,25,15,5,7,6,-,-,39.8,41
S00106020,99,2,4,1,3,2,3,4,3,1,17,21,7,19,11,1,-,48.5,51
S00106021,118,6,6,4,5,1,4,3,7,2,23,30,5,10,9,2,1,41.2,44
S00106022,63,3,1,-,1,-,1,3,12,2,18,11,2,4,5,-,-,39.4,39
S00106023,82,5,1,1,-,-,-,1,4,9,27,18,6,7,1,2,-,42.1,41
S00106024,111,8,1,-,2,1,-,1,10,12,30,31,4,7,4,-,-,39.3,40
S00106025,108,9,-,-,1,-,3,1,6,21,29,16,7,8,6,1,-,39.4,36
S00106026,109,5,-,3,2,-,-,1,4,13,47,19,6,2,7,-,-,38.8,36
S00106027,84,1,2,-,3,1,-,3,7,8,35,12,4,4,3,1,-,38,35
S00106028,102,5,2,1,4,-,2,2,4,1,24,18,8,15,11,2,3,48.4,49
S00106029,104,3,1,-,5,1,1,1,10,4,25,22,6,15,9,1,-,45.8,45
S00106030,104,10,2,1,4,1,-,4,6,9,20,33,7,5,2,-,-,37.6,41
